 --------------------------------------------------
  #iter    #init      Sp(xstar)       ||g(xstar)||
 --------------------------------------------------
    49        1      6.155751E-03     3.651159E-02
    50        1      6.155750E-03     7.639984E-03
    51        1      6.155142E-03     6.071909E-03
    52        1      6.153150E-03     1.790903E-02
    53        1      6.152952E-03     4.303685E-03
    54        1      6.152680E-03     3.967988E-03
    55        1      6.152511E-03     3.828333E-03
    56        1      6.151426E-03     2.039729E-02
    57        1      6.151426E-03     6.177901E-03
    58        1      6.151273E-03     5.544902E-03
    59        1      6.151005E-03     6.440427E-03
    60        1      6.151005E-03     1.396657E-03
    61        1      6.150950E-03     4.028183E-03
    62        1      6.150947E-03     8.154446E-04
 --------------------------------------------------
 --------------------------------------------------
  #iter    #init      Sp(xstar)       ||g(xstar)||
 --------------------------------------------------
     1        0      2.355175E+02     3.101790E+00
     2        1      2.568076E+01     1.851289E+04
     3        1      2.968833E+00     6.057245E+03
     4        1      5.283072E-01     1.947164E+03
     5        1      2.718235E-01     5.747444E+02
     6        1      2.499901E-01     1.887201E+02
     7        1      2.474139E-01     4.512930E+01
     8        1      4.892077E-02     1.272815E+01
     9        6      4.703565E-02     1.054005E+01
    10        1      1.986123E-02     3.919569E+01
    11        1      1.981342E-02     1.287521E+01
    12        1      1.980761E-02     2.898481E+00
    13        1      1.922847E-02     1.822679E+02
    14        1      1.703497E-02     6.005232E+01
    15        1      1.679563E-02     1.957141E+01
    16        8      1.677491E-02     1.103670E+01
    17        7      1.674894E-02     3.847863E+00
    18        1      1.215355E-02     1.429295E+00
    19        1      1.154762E-02     5.302904E-01
    20        1      1.146742E-02     1.650329E-01
    21        1      1.136707E-02     1.660828E-01
    22        1      1.128891E-02     1.120132E-01
    23        1      1.125065E-02     8.659994E-02
    24        7      1.125065E-02     4.176559E-02
    25        7      1.125065E-02     4.192382E-02
    26        1      1.123079E-02     4.564607E-02
    27        8      1.123079E-02     4.560999E-02
    28        8      1.123079E-02     4.558866E-02
    29        8      1.123079E-02     4.557601E-02
    30        8      1.123079E-02     4.556811E-02
    31        7      1.123079E-02     4.554373E-02
    32        8      1.123079E-02     4.554059E-02
    33        7      1.123078E-02     4.551996E-02
    34        1      1.121853E-02     3.244768E-02
    35        1      1.120307E-02     2.944195E-02
    36        1      1.118560E-02     2.620222E-02
    37        1      1.117892E-02     2.448388E-02
    38        1      1.114785E-02     1.068586E-01
    39        1      1.114785E-02     2.459301E-02
    40        1      1.114308E-02     1.401547E-02
    41        1      1.113717E-02     1.816754E-02
    42        1      1.113586E-02     1.079478E-02
    43        1      1.113474E-02     1.014139E-02
    44        1      1.113096E-02     3.472788E-02
    45        1      1.112882E-02     1.081677E-02
    46        1      1.112774E-02     1.129375E-02
    47        1      1.112715E-02     1.225074E-02
    48        1      1.112637E-02     8.651837E-03
    49        1      1.112596E-02     1.606482E-02
    50        1      1.112596E-02     4.865629E-03
    51        1      1.112593E-02     1.728750E-03
    52        1      1.112590E-02     1.618048E-03
    53        1      1.112574E-02     9.483330E-03
    54        1      1.112574E-02     2.926124E-03
    55        1      1.112573E-02     8.817144E-04
 --------------------------------------------------
 --------------------------------------------------
  #iter    #init      Sp(xstar)       ||g(xstar)||
 --------------------------------------------------
     1        0      4.198183E+02     6.015575E+02
     2        1      4.341120E+01     3.151891E+04
     3        1      4.861702E+00     1.008940E+04
     4        1      9.432346E-01     3.335957E+03
     5        1      4.891291E-01     7.816772E+02
     6        1      4.653926E-01     2.487150E+02
     7        1      4.626683E-01     5.275498E+01
     8        1      2.576018E-01     1.895464E+02
     9        1      1.158303E-01     2.327789E+02
    10        1      1.136390E-01     7.037645E+01
    11        1      7.497805E-02     1.681357E+01
    12        1      6.794378E-02     2.265828E+02
    13        1      6.704360E-02     7.269013E+01
    14        1      3.295228E-02     1.229901E+02
    15        1      3.235486E-02     3.848783E+01
    16        1      3.228954E-02     9.590515E+00
    17        8      3.228197E-02     6.732765E+00
    18        8      3.227700E-02     6.512742E+00
    19        8      3.227264E-02     6.402503E+00
    20        8      3.226844E-02     6.351666E+00
    21        7      3.223637E-02     1.420980E+01
    22        8      3.222492E-02     6.890552E+00
    23        8      3.221917E-02     6.577856E+00
    24        8      3.221465E-02     6.425233E+00
    25        8      3.221042E-02     6.350707E+00
    26        7      3.213918E-02     6.330523E+00
    27        8      3.213505E-02     6.287313E+00
    28        8      3.213095E-02     6.267780E+00
    29        7      3.205677E-02     6.216088E+00
    30        7      3.202713E-02     1.522957E+01
    31        8      3.201800E-02     1.089929E+01
    32        7      3.197269E-02     6.493646E+00
    33        7      3.193219E-02     6.225927E+00
    34        8      3.192818E-02     6.197302E+00
    35        8      3.192419E-02     6.182988E+00
    36        7      3.184824E-02     6.114000E+00
    37        8      3.184429E-02     6.125663E+00
    38        7      3.180496E-02     6.117217E+00
    39        7      3.173888E-02     6.163275E+00
    40        8      3.173497E-02     6.128101E+00
    41        8      3.173107E-02     6.110354E+00
    42        8      3.172718E-02     6.100329E+00
    43        8      3.172329E-02     6.094308E+00
    44        7      3.168457E-02     6.074683E+00
    45        8      3.168071E-02     6.072756E+00
    46        7      3.162283E-02     5.917788E+00
    47        8      3.161893E-02     5.972427E+00
    48        8      3.161508E-02     5.992929E+00
    49        8      3.161124E-02     6.018911E+00
    50        8      3.160741E-02     6.030782E+00
    51        1      2.700708E-02     2.746530E+02
    52        1      2.570016E-02     9.002605E+01
    53        1      2.555942E-02     2.935422E+01
    54        1      2.554289E-02     6.807879E+00
    55        1      2.472415E-02     4.712012E+01
    56        1      2.463816E-02     1.508879E+01
    57        1      2.462914E-02     4.641247E+00
    58        8      2.462819E-02     2.303591E+00
    59        9      2.462812E-02     2.078076E+00
    60        9      2.462806E-02     1.876093E+00
    61        9      2.462801E-02     1.695185E+00
    62        8      2.462764E-02     1.534537E+00
    63        8      2.462734E-02     1.567593E+00
    64        8      2.462706E-02     1.583327E+00
    65        9      2.462703E-02     1.584835E+00
    66        9      2.462700E-02     1.586181E+00
    67        8      2.462672E-02     1.592096E+00
    68        8      2.462643E-02     1.594579E+00
    69        9      2.462641E-02     1.594818E+00
    70        8      2.462612E-02     1.595662E+00
    71        9      2.462610E-02     1.595740E+00
    72        8      2.462581E-02     1.595860E+00
    73        9      2.462579E-02     1.595870E+00
    74        8      2.462550E-02     1.595687E+00
    75        7      2.462270E-02     1.591700E+00
    76        7      2.461991E-02     1.587630E+00
    77        9      2.461988E-02     1.587592E+00
    78        8      2.461960E-02     1.587195E+00
    79        8      2.461932E-02     1.586791E+00
    80        8      2.461904E-02     1.586384E+00
    81        8      2.461877E-02     1.585975E+00
    82        7      2.461600E-02     1.581868E+00
    83        8      2.461572E-02     1.581463E+00
    84        7      2.461296E-02     1.577390E+00
    85        9      2.461294E-02     1.577348E+00
    86        9      2.461291E-02     1.577306E+00
    87        8      2.461263E-02     1.576893E+00
    88        9      2.461261E-02     1.576852E+00
    89        8      2.461233E-02     1.576442E+00
    90        9      2.461230E-02     1.576401E+00
    91        8      2.461203E-02     1.575993E+00
    92        8      2.461175E-02     1.575584E+00
    93        9      2.461173E-02     1.575543E+00
    94        8      2.461145E-02     1.575135E+00
    95        7      2.460872E-02     1.571073E+00
    96        8      2.460844E-02     1.570662E+00
    97        8      2.460817E-02     1.570253E+00
    98        9      2.460814E-02     1.570212E+00
    99        9      2.460812E-02     1.570171E+00
   100        9      2.460809E-02     1.570130E+00
   101        9      2.460806E-02     1.570089E+00
   102        9      2.460804E-02     1.570048E+00
   103        9      2.460801E-02     1.570008E+00
   104        8      2.460774E-02     1.569601E+00
   105        8      2.460746E-02     1.569193E+00
   106        8      2.460719E-02     1.568787E+00
   107        9      2.460716E-02     1.568746E+00
   108        8      2.460689E-02     1.568339E+00
   109        1      2.412091E-02     4.749124E-01
   110        8      2.412088E-02     4.728911E-01
   111        9      2.412088E-02     4.726979E-01
   112        8      2.412085E-02     4.717623E-01
   113        8      2.412082E-02     4.712494E-01
   114        8      2.412079E-02     4.709369E-01
   115        9      2.412079E-02     4.709064E-01
   116        8      2.412076E-02     4.707004E-01
   117        7      2.412048E-02     4.693845E-01
   118        8      2.412045E-02     4.692450E-01
   119        8      2.412042E-02     4.691100E-01
   120        8      2.412039E-02     4.689804E-01
   121        8      2.412037E-02     4.688526E-01
   122        8      2.412034E-02     4.687247E-01
   123        7      2.412006E-02     4.674571E-01
   124        8      2.412003E-02     4.673327E-01
   125        8      2.412000E-02     4.672068E-01
   126        8      2.411997E-02     4.670809E-01
   127        8      2.411995E-02     4.669558E-01
   128        8      2.411992E-02     4.668295E-01
   129        9      2.411991E-02     4.668168E-01
   130        8      2.411989E-02     4.666902E-01
   131        8      2.411986E-02     4.665653E-01
   132        8      2.411983E-02     4.664393E-01
   133        8      2.411980E-02     4.663127E-01
   134        8      2.411977E-02     4.661837E-01
   135        9      2.411977E-02     4.661713E-01
   136        8      2.411974E-02     4.660463E-01
   137        8      2.411972E-02     4.659205E-01
   138        8      2.411969E-02     4.657930E-01
   139        7      2.411941E-02     4.645362E-01
   140        8      2.411938E-02     4.644121E-01
   141        8      2.411936E-02     4.642895E-01
   142        9      2.411935E-02     4.642767E-01
   143        8      2.411933E-02     4.641500E-01
   144        8      2.411930E-02     4.640246E-01
   145        8      2.411927E-02     4.638988E-01
   146        8      2.411924E-02     4.637739E-01
   147        9      2.411924E-02     4.637612E-01
   148        8      2.411921E-02     4.636376E-01
   149        7      2.411894E-02     4.623816E-01
   150        7      2.411866E-02     4.611311E-01
   151        8      2.411864E-02     4.610093E-01
   152        8      2.411861E-02     4.608841E-01
   153        8      2.411858E-02     4.607607E-01
   154        8      2.411855E-02     4.606369E-01
   155        9      2.411855E-02     4.606244E-01
   156        8      2.411852E-02     4.605004E-01
   157        8      2.411850E-02     4.603749E-01
   158        8      2.411847E-02     4.602510E-01
   159        8      2.411844E-02     4.601267E-01
   160        8      2.411842E-02     4.600028E-01
   161        8      2.411839E-02     4.598790E-01
   162        8      2.411836E-02     4.597556E-01
   163        9      2.411836E-02     4.597429E-01
   164        7      2.411809E-02     4.585027E-01
   165        8      2.411806E-02     4.583776E-01
   166        9      2.411806E-02     4.583650E-01
   167        8      2.411803E-02     4.582397E-01
   168        8      2.411800E-02     4.581152E-01
   169        8      2.411798E-02     4.579914E-01
   170        9      2.411797E-02     4.579790E-01
   171        8      2.411795E-02     4.578548E-01
   172        8      2.411792E-02     4.577314E-01
   173        9      2.411792E-02     4.577189E-01
   174        8      2.411789E-02     4.575945E-01
   175        8      2.411786E-02     4.574714E-01
   176        8      2.411784E-02     4.573471E-01
   177        9      2.411783E-02     4.573346E-01
   178        8      2.411781E-02     4.572106E-01
   179        8      2.411778E-02     4.570871E-01
   180        8      2.411775E-02     4.569640E-01
   181        8      2.411773E-02     4.568378E-01
   182        7      2.411746E-02     4.555994E-01
   183        8      2.411743E-02     4.554795E-01
   184        9      2.411743E-02     4.554675E-01
   185        9      2.411743E-02     4.554554E-01
   186        8      2.411740E-02     4.553333E-01
   187        8      2.411737E-02     4.552124E-01
   188        8      2.411735E-02     4.550884E-01
   189        8      2.411732E-02     4.549648E-01
   190        9      2.411732E-02     4.549524E-01
   191        8      2.411729E-02     4.548284E-01
   192        8      2.411726E-02     4.547058E-01
   193        8      2.411724E-02     4.545841E-01
   194        8      2.411721E-02     4.544608E-01
   195        9      2.411721E-02     4.544483E-01
   196        8      2.411718E-02     4.543248E-01
   197        8      2.411715E-02     4.542033E-01
   198        8      2.411713E-02     4.540794E-01
   199        8      2.411710E-02     4.539568E-01
   200        8      2.411707E-02     4.538329E-01
   201        8      2.411705E-02     4.537089E-01
   202        8      2.411702E-02     4.535858E-01
   203        8      2.411700E-02     4.534635E-01
   204        8      2.411697E-02     4.533406E-01
   205        8      2.411694E-02     4.532166E-01
   206        8      2.411692E-02     4.530941E-01
   207        9      2.411691E-02     4.530819E-01
   208        8      2.411689E-02     4.529612E-01
   209        8      2.411686E-02     4.528382E-01
   210        8      2.411683E-02     4.527149E-01
   211        9      2.411683E-02     4.527026E-01
   212        9      2.411683E-02     4.526904E-01
   213        8      2.411680E-02     4.525668E-01
   214        9      2.411680E-02     4.525547E-01
   215        8      2.411677E-02     4.524327E-01
   216        9      2.411677E-02     4.524205E-01
   217        8      2.411674E-02     4.522982E-01
   218        8      2.411672E-02     4.521758E-01
   219        8      2.411669E-02     4.520533E-01
   220        8      2.411666E-02     4.519306E-01
   221        9      2.411666E-02     4.519184E-01
   222        8      2.411664E-02     4.517964E-01
   223        8      2.411661E-02     4.516728E-01
   224        8      2.411658E-02     4.515510E-01
   225        8      2.411656E-02     4.514290E-01
   226        8      2.411653E-02     4.513077E-01
   227        8      2.411650E-02     4.511860E-01
   228        8      2.411648E-02     4.510643E-01
   229        8      2.411645E-02     4.509406E-01
   230        9      2.411645E-02     4.509284E-01
   231        8      2.411642E-02     4.508063E-01
   232        8      2.411640E-02     4.506840E-01
   233        8      2.411637E-02     4.505618E-01
   234        8      2.411634E-02     4.504396E-01
   235        8      2.411632E-02     4.503177E-01
   236        8      2.411629E-02     4.501956E-01
   237        9      2.411629E-02     4.501834E-01
   238        8      2.411626E-02     4.500614E-01
   239        8      2.411624E-02     4.499396E-01
   240        8      2.411621E-02     4.498178E-01
   241        8      2.411618E-02     4.496950E-01
   242        8      2.411616E-02     4.495736E-01
   243        8      2.411613E-02     4.494521E-01
   244        8      2.411611E-02     4.493308E-01
   245        7      2.411585E-02     4.481127E-01
   246        8      2.411582E-02     4.479929E-01
   247        9      2.411582E-02     4.479809E-01
   248        8      2.411579E-02     4.478600E-01
   249        8      2.411576E-02     4.477389E-01
   250        8      2.411574E-02     4.476167E-01
   251        9      2.411574E-02     4.476047E-01
   252        9      2.411573E-02     4.475927E-01
   253        8      2.411571E-02     4.474720E-01
   254        8      2.411568E-02     4.473508E-01
   255        8      2.411566E-02     4.472290E-01
   256        7      2.411540E-02     4.460253E-01
   257        8      2.411537E-02     4.459027E-01
   258        8      2.411535E-02     4.457807E-01
   259        9      2.411534E-02     4.457684E-01
   260        8      2.411532E-02     4.456467E-01
   261        9      2.411532E-02     4.456345E-01
   262        8      2.411529E-02     4.455110E-01
   263        8      2.411526E-02     4.453913E-01
   264        8      2.411524E-02     4.452711E-01
   265        8      2.411521E-02     4.451504E-01
   266        9      2.411521E-02     4.451383E-01
   267        8      2.411518E-02     4.450179E-01
   268        8      2.411516E-02     4.448972E-01
   269        7      2.411490E-02     4.436912E-01
   270        8      2.411488E-02     4.435723E-01
   271        7      2.411462E-02     4.423768E-01
   272        8      2.411460E-02     4.422562E-01
   273        8      2.411457E-02     4.421351E-01
   274        9      2.411457E-02     4.421229E-01
   275        8      2.411454E-02     4.420014E-01
   276        8      2.411452E-02     4.418821E-01
   277        9      2.411452E-02     4.418700E-01
   278        8      2.411449E-02     4.417477E-01
   279        8      2.411447E-02     4.416272E-01
   280        8      2.411444E-02     4.415088E-01
   281        8      2.411441E-02     4.413896E-01
   282        8      2.411439E-02     4.412701E-01
   283        8      2.411436E-02     4.411506E-01
   284        9      2.411436E-02     4.411386E-01
   285        8      2.411434E-02     4.410196E-01
   286        9      2.411433E-02     4.410075E-01
   287        9      2.411433E-02     4.409955E-01
   288        8      2.411431E-02     4.408766E-01
   289        8      2.411428E-02     4.407558E-01
   290        9      2.411428E-02     4.407438E-01
   291        8      2.411425E-02     4.406243E-01
   292        8      2.411423E-02     4.405048E-01
   293        8      2.411420E-02     4.403849E-01
   294        8      2.411418E-02     4.402653E-01
   295        8      2.411415E-02     4.401466E-01
   296        9      2.411415E-02     4.401346E-01
   297        8      2.411412E-02     4.400151E-01
   298        9      2.411412E-02     4.400031E-01
   299        8      2.411410E-02     4.398827E-01
   300        8      2.411407E-02     4.397634E-01
   301        8      2.411405E-02     4.396446E-01
   302        8      2.411402E-02     4.395255E-01
   303        8      2.411400E-02     4.394072E-01
   304        8      2.411397E-02     4.392875E-01
   305        8      2.411395E-02     4.391695E-01
   306        9      2.411394E-02     4.391574E-01
   307        8      2.411392E-02     4.390370E-01
   308        8      2.411389E-02     4.389172E-01
   309        9      2.411389E-02     4.389054E-01
   310        8      2.411387E-02     4.387865E-01
   311        8      2.411384E-02     4.386676E-01
   312        7      2.411359E-02     4.374848E-01
   313        8      2.411357E-02     4.373636E-01
   314        8      2.411354E-02     4.372437E-01
   315        9      2.411354E-02     4.372317E-01
   316        8      2.411351E-02     4.371107E-01
   317        8      2.411349E-02     4.369930E-01
   318        8      2.411346E-02     4.368748E-01
   319        8      2.411344E-02     4.367571E-01
   320        8      2.411341E-02     4.366388E-01
   321        8      2.411339E-02     4.365189E-01
   322        9      2.411339E-02     4.365071E-01
   323        9      2.411338E-02     4.364953E-01
   324        9      2.411338E-02     4.364835E-01
   325        8      2.411336E-02     4.363654E-01
   326        8      2.411333E-02     4.362470E-01
   327        9      2.411333E-02     4.362352E-01
   328        8      2.411331E-02     4.361161E-01
   329        9      2.411330E-02     4.361043E-01
   330        8      2.411328E-02     4.359862E-01
   331        7      2.411303E-02     4.348087E-01
   332        9      2.411303E-02     4.347965E-01
   333        9      2.411303E-02     4.347844E-01
   334        8      2.411300E-02     4.346653E-01
   335        8      2.411298E-02     4.345464E-01
   336        8      2.411295E-02     4.344279E-01
   337        8      2.411293E-02     4.343094E-01
   338        8      2.411290E-02     4.341922E-01
   339        8      2.411288E-02     4.340728E-01
   340        7      2.411263E-02     4.329014E-01
   341        9      2.411263E-02     4.328892E-01
   342        9      2.411263E-02     4.328771E-01
   343        8      2.411260E-02     4.327582E-01
   344        8      2.411258E-02     4.326397E-01
   345        8      2.411255E-02     4.325220E-01
   346        9      2.411255E-02     4.325102E-01
   347        8      2.411253E-02     4.323919E-01
   348        8      2.411250E-02     4.322746E-01
   349        8      2.411248E-02     4.321578E-01
   350        8      2.411245E-02     4.320401E-01
   351        8      2.411243E-02     4.319228E-01
   352        8      2.411241E-02     4.318054E-01
   353        8      2.411238E-02     4.316881E-01
   354        8      2.411236E-02     4.315709E-01
   355        8      2.411233E-02     4.314534E-01
   356        7      2.411209E-02     4.302877E-01
   357        8      2.411207E-02     4.301695E-01
   358        8      2.411204E-02     4.300515E-01
   359        8      2.411202E-02     4.299331E-01
   360        8      2.411199E-02     4.298168E-01
   361        8      2.411197E-02     4.297006E-01
   362        8      2.411195E-02     4.295843E-01
   363        8      2.411192E-02     4.294687E-01
   364        8      2.411190E-02     4.293511E-01
   365        8      2.411187E-02     4.292339E-01
   366        8      2.411185E-02     4.291168E-01
   367        9      2.411185E-02     4.291051E-01
   368        8      2.411182E-02     4.289894E-01
   369        9      2.411182E-02     4.289776E-01
   370        8      2.411180E-02     4.288608E-01
   371        8      2.411177E-02     4.287449E-01
   372        8      2.411175E-02     4.286293E-01
   373        8      2.411172E-02     4.285115E-01
   374        8      2.411170E-02     4.283953E-01
   375        8      2.411168E-02     4.282783E-01
   376        8      2.411165E-02     4.281620E-01
   377        9      2.411165E-02     4.281503E-01
   378        8      2.411163E-02     4.280329E-01
   379        9      2.411162E-02     4.280213E-01
   380        8      2.411160E-02     4.279052E-01
   381        7      2.411136E-02     4.267432E-01
   382        8      2.411134E-02     4.266281E-01
   383        8      2.411131E-02     4.265120E-01
   384        8      2.411129E-02     4.263963E-01
   385        8      2.411126E-02     4.262807E-01
   386        9      2.411126E-02     4.262692E-01
   387        8      2.411124E-02     4.261530E-01
   388        8      2.411121E-02     4.260375E-01
   389        8      2.411119E-02     4.259220E-01
   390        8      2.411117E-02     4.258071E-01
   391        8      2.411114E-02     4.256932E-01
   392        9      2.411114E-02     4.256813E-01
   393        8      2.411112E-02     4.255643E-01
   394        8      2.411109E-02     4.254484E-01
   395        8      2.411107E-02     4.253305E-01
   396        8      2.411105E-02     4.252158E-01
   397        7      2.411081E-02     4.240591E-01
   398        8      2.411079E-02     4.239455E-01
   399        8      2.411076E-02     4.238311E-01
   400        8      2.411074E-02     4.237151E-01
   401        9      2.411074E-02     4.237037E-01
   402        9      2.411073E-02     4.236923E-01
   403        8      2.411071E-02     4.235778E-01
   404        9      2.411071E-02     4.235663E-01
   405        7      2.411047E-02     4.224206E-01
   406        8      2.411045E-02     4.223040E-01
   407        8      2.411043E-02     4.221894E-01
   408        8      2.411040E-02     4.220736E-01
   409        8      2.411038E-02     4.219588E-01
   410        8      2.411036E-02     4.218437E-01
   411        8      2.411033E-02     4.217289E-01
   412        9      2.411033E-02     4.217174E-01
   413        8      2.411031E-02     4.216022E-01
   414        9      2.411030E-02     4.215907E-01
   415        8      2.411028E-02     4.214760E-01
   416        8      2.411026E-02     4.213611E-01
   417        8      2.411023E-02     4.212464E-01
   418        8      2.411021E-02     4.211299E-01
   419        8      2.411019E-02     4.210172E-01
   420        9      2.411018E-02     4.210058E-01
   421        9      2.411018E-02     4.209943E-01
   422        8      2.411016E-02     4.208786E-01
   423        7      2.410993E-02     4.197402E-01
   424        8      2.410990E-02     4.196243E-01
   425        8      2.410988E-02     4.195103E-01
   426        8      2.410986E-02     4.193955E-01
   427        9      2.410986E-02     4.193840E-01
   428        8      2.410983E-02     4.192695E-01
   429        8      2.410981E-02     4.191554E-01
   430        8      2.410979E-02     4.190403E-01
   431        8      2.410976E-02     4.189271E-01
   432        7      2.410953E-02     4.177864E-01
   433        8      2.410951E-02     4.176740E-01
   434        7      2.410928E-02     4.165445E-01
   435        7      2.410905E-02     4.154078E-01
   436        8      2.410903E-02     4.152951E-01
   437        9      2.410903E-02     4.152840E-01
   438        9      2.410902E-02     4.152728E-01
   439        9      2.410902E-02     4.152616E-01
   440        8      2.410900E-02     4.151502E-01
   441        7      2.410877E-02     4.140170E-01
   442        8      2.410875E-02     4.139052E-01
   443        8      2.410873E-02     4.137949E-01
   444        8      2.410870E-02     4.136828E-01
   445        8      2.410868E-02     4.135715E-01
   446        8      2.410866E-02     4.134579E-01
   447        9      2.410866E-02     4.134466E-01
   448        8      2.410863E-02     4.133342E-01
   449        8      2.410861E-02     4.132211E-01
   450        7      2.410839E-02     4.121029E-01
   451        8      2.410836E-02     4.119885E-01
   452        8      2.410834E-02     4.118757E-01
   453        8      2.410832E-02     4.117624E-01
   454        8      2.410830E-02     4.116499E-01
   455        8      2.410827E-02     4.115376E-01
   456        8      2.410825E-02     4.114261E-01
   457        9      2.410825E-02     4.114148E-01
   458        8      2.410823E-02     4.113029E-01
   459        9      2.410822E-02     4.112916E-01
   460        8      2.410820E-02     4.111773E-01
   461        8      2.410818E-02     4.110659E-01
   462        8      2.410816E-02     4.109566E-01
   463        8      2.410814E-02     4.108438E-01
   464        8      2.410811E-02     4.107332E-01
   465        8      2.410809E-02     4.106199E-01
   466        8      2.410807E-02     4.105073E-01
   467        8      2.410805E-02     4.103959E-01
   468        8      2.410802E-02     4.102835E-01
   469        8      2.410800E-02     4.101714E-01
   470        8      2.410798E-02     4.100615E-01
   471        8      2.410796E-02     4.099492E-01
   472        7      2.410773E-02     4.088347E-01
   473        8      2.410771E-02     4.087229E-01
   474        8      2.410769E-02     4.086109E-01
   475        7      2.410747E-02     4.074999E-01
   476        8      2.410745E-02     4.073894E-01
   477        8      2.410743E-02     4.072773E-01
   478        9      2.410742E-02     4.072661E-01
   479        9      2.410742E-02     4.072549E-01
   480        8      2.410740E-02     4.071433E-01
   481        8      2.410738E-02     4.070321E-01
   482        9      2.410737E-02     4.070210E-01
   483        8      2.410735E-02     4.069096E-01
   484        9      2.410735E-02     4.068986E-01
   485        7      2.410713E-02     4.057940E-01
   486        8      2.410711E-02     4.056818E-01
   487        8      2.410709E-02     4.055709E-01
   488        8      2.410707E-02     4.054599E-01
   489        8      2.410704E-02     4.053499E-01
   490        8      2.410702E-02     4.052390E-01
   491        8      2.410700E-02     4.051275E-01
   492        8      2.410698E-02     4.050172E-01
   493        8      2.410696E-02     4.049082E-01
   494        8      2.410693E-02     4.047970E-01
   495        8      2.410691E-02     4.046865E-01
   496        8      2.410689E-02     4.045755E-01
   497        9      2.410689E-02     4.045645E-01
   498        8      2.410687E-02     4.044533E-01
   499        7      2.410665E-02     4.033571E-01
   500        8      2.410663E-02     4.032432E-01
   501        9      2.410663E-02     4.032322E-01
   502        8      2.410660E-02     4.031243E-01
   503        8      2.410658E-02     4.030133E-01
   504        8      2.410656E-02     4.029030E-01
   505        8      2.410654E-02     4.027928E-01
   506        8      2.410652E-02     4.026836E-01
   507        8      2.410650E-02     4.025739E-01
   508        8      2.410647E-02     4.024638E-01
   509        8      2.410645E-02     4.023533E-01
   510        8      2.410643E-02     4.022432E-01
   511        8      2.410641E-02     4.021314E-01
   512        8      2.410639E-02     4.020222E-01
   513        8      2.410637E-02     4.019132E-01
   514        9      2.410636E-02     4.019023E-01
   515        8      2.410634E-02     4.017945E-01
   516        8      2.410632E-02     4.016856E-01
   517        8      2.410630E-02     4.015748E-01
   518        9      2.410630E-02     4.015637E-01
   519        8      2.410628E-02     4.014546E-01
   520        9      2.410627E-02     4.014435E-01
   521        8      2.410625E-02     4.013334E-01
   522        8      2.410623E-02     4.012235E-01
   523        8      2.410621E-02     4.011138E-01
   524        8      2.410619E-02     4.010042E-01
   525        8      2.410617E-02     4.008948E-01
   526        8      2.410615E-02     4.007850E-01
   527        8      2.410612E-02     4.006766E-01
   528        8      2.410610E-02     4.005660E-01
   529        8      2.410608E-02     4.004564E-01
   530        8      2.410606E-02     4.003472E-01
   531        8      2.410604E-02     4.002393E-01
   532        8      2.410602E-02     4.001290E-01
   533        9      2.410601E-02     4.001182E-01
   534        8      2.410599E-02     4.000091E-01
   535        9      2.410599E-02     3.999981E-01
   536        9      2.410599E-02     3.999872E-01
   537        8      2.410597E-02     3.998775E-01
   538        8      2.410595E-02     3.997686E-01
   539        9      2.410594E-02     3.997578E-01
   540        8      2.410592E-02     3.996490E-01
   541        8      2.410590E-02     3.995397E-01
   542        8      2.410588E-02     3.994311E-01
   543        8      2.410586E-02     3.993212E-01
   544        8      2.410584E-02     3.992132E-01
   545        9      2.410584E-02     3.992023E-01
   546        8      2.410581E-02     3.990925E-01
   547        8      2.410579E-02     3.989836E-01
   548        8      2.410577E-02     3.988748E-01
   549        9      2.410577E-02     3.988639E-01
   550        8      2.410575E-02     3.987559E-01
   551        9      2.410575E-02     3.987449E-01
   552        8      2.410573E-02     3.986357E-01
   553        8      2.410570E-02     3.985263E-01
   554        8      2.410568E-02     3.984189E-01
   555        8      2.410566E-02     3.983102E-01
   556        8      2.410564E-02     3.982012E-01
   557        8      2.410562E-02     3.980917E-01
   558        8      2.410560E-02     3.979821E-01
   559        8      2.410558E-02     3.978736E-01
   560        8      2.410556E-02     3.977646E-01
   561        8      2.410553E-02     3.976567E-01
   562        7      2.410532E-02     3.965696E-01
   563        8      2.410530E-02     3.964631E-01
   564        7      2.410509E-02     3.953902E-01
   565        8      2.410507E-02     3.952788E-01
   566        8      2.410505E-02     3.951701E-01
   567        8      2.410503E-02     3.950609E-01
   568        8      2.410501E-02     3.949524E-01
   569        8      2.410499E-02     3.948440E-01
   570        8      2.410497E-02     3.947371E-01
   571        8      2.410495E-02     3.946286E-01
   572        9      2.410494E-02     3.946178E-01
   573        8      2.410492E-02     3.945093E-01
   574        8      2.410490E-02     3.944016E-01
   575        8      2.410488E-02     3.942944E-01
   576        8      2.410486E-02     3.941863E-01
   577        8      2.410484E-02     3.940781E-01
   578        9      2.410484E-02     3.940673E-01
   579        8      2.410482E-02     3.939599E-01
   580        9      2.410481E-02     3.939492E-01
   581        8      2.410479E-02     3.938420E-01
   582        8      2.410477E-02     3.937340E-01
   583        8      2.410475E-02     3.936265E-01
   584        8      2.410473E-02     3.935194E-01
   585        8      2.410471E-02     3.934138E-01
   586        9      2.410471E-02     3.934028E-01
   587        8      2.410469E-02     3.932945E-01
   588        9      2.410469E-02     3.932835E-01
   589        8      2.410467E-02     3.931745E-01
