 --------------------------------------------------
  #iter    #init      Sp(xstar)       ||g(xstar)||
 --------------------------------------------------
   368       19      5.944508E+01     5.033476E+01
   369       19      5.944508E+01     5.033476E+01
   370       19      5.944508E+01     5.033476E+01
   371       19      5.944508E+01     5.033476E+01
   372       19      5.944508E+01     5.033476E+01
   373       19      5.944508E+01     5.033476E+01
   374       19      5.944508E+01     5.033476E+01
   375       19      5.944508E+01     5.033476E+01
   376       19      5.944508E+01     5.033476E+01
   377       19      5.944508E+01     5.033476E+01
   378       19      5.944508E+01     5.033476E+01
   379       19      5.944508E+01     5.033476E+01
   380       19      5.944508E+01     5.033476E+01
   381       19      5.944508E+01     5.033476E+01
   382       19      5.944508E+01     5.033476E+01
   383       19      5.944508E+01     5.033476E+01
   384       19      5.944508E+01     5.033476E+01
   385       19      5.944508E+01     5.033476E+01
   386       19      5.944508E+01     5.033476E+01
   387       19      5.944508E+01     5.033476E+01
   388       19      5.944508E+01     5.033476E+01
   389       19      5.944508E+01     5.033476E+01
   390       19      5.944508E+01     5.033476E+01
   391       19      5.944508E+01     5.033476E+01
   392       19      5.944508E+01     5.033476E+01
   393       19      5.944508E+01     5.033476E+01
   394       19      5.944508E+01     5.033476E+01
   395       19      5.944508E+01     5.033476E+01
   396       19      5.944508E+01     5.033476E+01
   397       19      5.944508E+01     5.033476E+01
   398       19      5.944508E+01     5.033476E+01
   399       19      5.944508E+01     5.033476E+01
   400       19      5.944508E+01     5.033476E+01
   401       19      5.944508E+01     5.033476E+01
   402       19      5.944508E+01     5.033476E+01
   403       19      5.944508E+01     5.033476E+01
   404       19      5.944508E+01     5.033476E+01
   405       19      5.944508E+01     5.033476E+01
   406       19      5.944508E+01     5.033476E+01
   407       19      5.944508E+01     5.033476E+01
   408       19      5.944508E+01     5.033476E+01
   409       19      5.944508E+01     5.033476E+01
   410       19      5.944508E+01     5.033476E+01
   411       19      5.944508E+01     5.033476E+01
   412       19      5.944508E+01     5.033476E+01
   413       19      5.944508E+01     5.033476E+01
   414       19      5.944508E+01     5.033476E+01
   415       19      5.944508E+01     5.033476E+01
   416       19      5.944508E+01     5.033476E+01
   417       19      5.944508E+01     5.033476E+01
   418       19      5.944508E+01     5.033476E+01
   419       19      5.944508E+01     5.033476E+01
   420       19      5.944508E+01     5.033476E+01
   421       19      5.944508E+01     5.033476E+01
   422       19      5.944508E+01     5.033476E+01
   423       19      5.944508E+01     5.033476E+01
   424       19      5.944508E+01     5.033476E+01
   425       19      5.944508E+01     5.033476E+01
   426       19      5.944508E+01     5.033476E+01
   427       19      5.944508E+01     5.033476E+01
   428       19      5.944508E+01     5.033476E+01
   429       19      5.944508E+01     5.033476E+01
   430       19      5.944508E+01     5.033476E+01
   431       19      5.944508E+01     5.033476E+01
   432       19      5.944508E+01     5.033476E+01
   433       19      5.944508E+01     5.033476E+01
   434       19      5.944508E+01     5.033476E+01
   435       19      5.944508E+01     5.033476E+01
   436       19      5.944508E+01     5.033476E+01
   437       19      5.944508E+01     5.033476E+01
   438       19      5.944508E+01     5.033476E+01
   439       19      5.944508E+01     5.033476E+01
   440       19      5.944508E+01     5.033476E+01
   441       19      5.944508E+01     5.033476E+01
   442       19      5.944508E+01     5.033476E+01
   443       19      5.944508E+01     5.033476E+01
   444       19      5.944508E+01     5.033476E+01
   445       19      5.944508E+01     5.033476E+01
   446       19      5.944508E+01     5.033476E+01
   447       19      5.944508E+01     5.033476E+01
   448       19      5.944508E+01     5.033476E+01
   449       19      5.944508E+01     5.033476E+01
   450       19      5.944508E+01     5.033476E+01
   451       19      5.944508E+01     5.033476E+01
   452       19      5.944508E+01     5.033476E+01
   453       19      5.944508E+01     5.033476E+01
   454       19      5.944508E+01     5.033476E+01
   455       19      5.944508E+01     5.033476E+01
   456       19      5.944508E+01     5.033476E+01
   457       19      5.944508E+01     5.033476E+01
   458       19      5.944508E+01     5.033476E+01
   459       19      5.944508E+01     5.033476E+01
   460       19      5.944508E+01     5.033476E+01
   461       19      5.944508E+01     5.033476E+01
   462       19      5.944508E+01     5.033476E+01
   463       19      5.944508E+01     5.033476E+01
   464       19      5.944508E+01     5.033476E+01
   465       19      5.944508E+01     5.033476E+01
   466       19      5.944508E+01     5.033476E+01
   467       19      5.944508E+01     5.033476E+01
   468       19      5.944508E+01     5.033476E+01
   469       19      5.944508E+01     5.033476E+01
   470       19      5.944508E+01     5.033476E+01
   471       19      5.944508E+01     5.033476E+01
   472       19      5.944508E+01     5.033476E+01
   473       19      5.944508E+01     5.033476E+01
   474       19      5.944508E+01     5.033476E+01
   475       19      5.944508E+01     5.033476E+01
   476       19      5.944508E+01     5.033476E+01
   477       19      5.944508E+01     5.033476E+01
   478       19      5.944508E+01     5.033476E+01
   479       19      5.944508E+01     5.033476E+01
   480       19      5.944508E+01     5.033476E+01
   481       19      5.944508E+01     5.033476E+01
   482       19      5.944508E+01     5.033476E+01
   483       19      5.944508E+01     5.033476E+01
   484       19      5.944508E+01     5.033476E+01
   485       19      5.944508E+01     5.033476E+01
   486       19      5.944508E+01     5.033476E+01
   487       19      5.944508E+01     5.033476E+01
   488       19      5.944508E+01     5.033476E+01
   489       19      5.944508E+01     5.033476E+01
   490       19      5.944508E+01     5.033476E+01
   491       19      5.944508E+01     5.033476E+01
   492       19      5.944508E+01     5.033476E+01
   493       19      5.944508E+01     5.033476E+01
